Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Financial Analysis for Startups,Yonsei University,Intermediate,4.5,https://www.coursera.org/learn/financial-ratios,"In the previous two courses, you have learned how to value startups using the discounted cash flow method and multiple methods.",balance sheet  income  financial ratio  external financing  pro forma  Sales  sustainable growth rate  Finance  financial statement  financial plan business finance
Making Your First Virtual Reality Game,University of London,Advanced,4.4,https://www.coursera.org/learn/making-virtual-reality-game,Virtual Reality is one of the most exciting experiences that technology can give us.,gameplay  lucas lehmer primality test  virtual reality games  storyboarding  Virtual Reality  game testing  game design  augmented reality  interaction design  mixed reality computer-science design-and-product
Sharpened Visions: A Poetry Workshop,California Institute of the Arts,Intermediate,4.7,https://www.coursera.org/learn/poetry-workshop,Why just write poems when you can write better ones? This course is built on the notion that the most exciting writing begins after the first draft.,language  Creativity  creative writing  Poetry Writing  thought  Writing  visual effects  music  Human Learning  line wrap and word wrap arts-and-humanities music-and-art
Learn to Program: The Fundamentals,University of Toronto,Advanced,4.6,https://www.coursera.org/learn/learn-to-program,"Behind every mouse click and touch-screen tap, there is a computer program that makes things happen.",basic programming language  language  Computer Programming  computer program  Programming Principles  Problem Solving  python syntax and semantics  syntax  Python Programming  semantics computer-science software-development
Understanding and Strengthening Health Systems,Johns Hopkins University,Intermediate,4.6,https://www.coursera.org/learn/health-systems,Welcome to our course on Understanding and Strengthening Health Systems for Global Health.,health system  health care  education  training and development  Professional Development  Policy Development  continuing education  Strategy  public health  Leadership and Management life-sciences public-health
"Career planning: resume/CV, cover letter, interview",National Research Tomsk State University,Beginner,4.8,https://www.coursera.org/learn/career-planning-tsu,Do you want a job? A first job or a better job? Your dream job? This course is for you if you want to get a job in any English-speaking country (or in an international company that uses English).,job attitude  Writing  career  r&d management  motivation  Planning  Resume Screening  career development  english language  interview personal-development personal-development
"Coding for Designers, Managers, & Entrepreneurs III",University of Virginia,Advanced,4.9,https://www.coursera.org/learn/uva-coding-for-design-managers-3,"Do you want to experience what it is to go from idea to code? If so, this is the place for you! This is the third course in the Coding for Designers, Managers, and Entrepreneurs Specialization.",observer pattern  java annotation  html  interfaces  anchoring  web  user story  front and back ends  web application  application programming interfaces business entrepreneurship
Exploratory Data Analysis,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/exploratory-data-analysis-python,"In this 1-hour long project-based course, you will learn exploratory data analysis techniques and create visual methods to analyze trends, patterns, and relationships in the data.",General Statistics  information engineering  Exploratory Data Analysis  analysis  Python Programming  Data Science  Bioinformatics  p-value  Machine Learning  Data Analysis data-science data-analysis
A Geometrical Approach to Genome Analysis: Skew & Z-Curve,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/genome-analysis-z-curve,"In this 1-hour long project-based course, you will learn how to analyze a complete viral genome using geometrical methods (skews and Z-curve), 2D- and 3D-plotting in Python, and how to use some important Python libraries (like Tkinter, Matplotlib, and NumPy) helping you accomplish this.",saving  project  probability density function  project mine  entry point  Student's t-Distribution  analysis  three-dimensional graph  portable document format  graphs data-science data-analysis
COVID-19 Contact Tracing For Nursing Professionals,University of Houston,Beginner,4.4,https://www.coursera.org/learn/covid-19-contact-tracing-for-nursing-professionals,"Covid-19 Contact Tracing For Nursing Professionals Approval Statement: This nursing continuing professional development activity was approved by the Texas Nurses Association, an accredited approver by the American Nurses Credentialing Centers Commission on Accreditation.",nursing  pandemics  vaccine  Communication  Epidemiology  symptoms  contact tracing  Vaccine Development  public health  euler's totient function life-sciences public-health
Bridging the Gap between Strategy Design and Delivery,Brightline Initiative,Beginner,4.8,https://www.coursera.org/learn/bridging-strategy-design-delivery-gap,Remember to get your voucher before starting the course to earn your Brightline Initiative certificate using this link: https://www.,Planning  Leadership and Management  strategic thinking  strategic planning  Strategic Development  thought  Strategy  strategy implementation  Project Management  project business business-strategy
"William Shakespeare's Twelfth Night: Comedy, Conflict, and Community",University of Colorado Boulder,Beginner,4.4,https://www.coursera.org/learn/shakespeare-twelfth-night-comedy-community-applied,"This course introduces and explores William Shakespeares classic comedy, Twelfth Night.",bible  Drama  gena  Comedy  Short Story Writing  history  Cartooning  atila  art  noreen arts-and-humanities history
Mathematics for Machine Learning: PCA,Imperial College London,Beginner,3.6,https://www.coursera.org/learn/pca-machine-learning,"This intermediate-level course introduces the mathematical foundations to derive Principal Component Analysis (PCA), a fundamental dimensionality reduction technique.",Numpy  linearity  Principal Component Analysis  Linear Algebra  Projection Matrix  Python Programming  matrices  analysis  Computer Programming  Algebra data-science machine-learning
Computational Thinking for K-12 Educators: Conditional Loops and If Statements,University of California San Diego,Advanced,5,https://www.coursera.org/learn/block-programming-k12-educators-conditional-loops-if-statement,"Want to make a game that ends when you ""catch"" an object by clicking on it?  Or maybe you get points based on how close you came?  You'll do that in this class!  This class teaches the concepts of conditional loops and if/else statements.",peering  conditional loop  voting  teaching method  debugging  do while loop  control flow  interactivity  relative change and difference  resource social-sciences education
Blockchain and Business: Applications and Implications,INSEAD,Intermediate,4.7,https://www.coursera.org/learn/blockchain-business,"Blockchain will bring about profound changes to business, and even to the nature of business itself.",intellectual property  leadership  chief executive officer  enabling  Innovation  Collaboration  smart contract  cryptocurrency  BlockChain  Business Modeling business business-essentials
Fundamentals of Accounting Capstone,University of Illinois at Urbana-Champaign,Advanced,4.3,https://www.coursera.org/learn/accounting-fundamentals-project,**You should complete all other courses in the Fundamentals of Accounting Specialization before beginning this course.,pro forma  bookkeeping  Mergers & Acquisitions  Decision Making  i-message  income statement  break-even (economics)  financial statement  Accounting  futures contract business business-essentials
Java Classes and Objects,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/java-classes-and-objects,"In Object-Oriented Programming in a language such as Java, Classes and Objects are often used interchangeably but there is a distinction between the two.",euler's totient function  class (computer programming)  c++  inventory  java (software platform)  objective-c  source code  ordered pair  Continuous Function  class variable computer-science software-development
Introduction to Systems and Network Mapping with Kumu,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/systems-network-kumu,"In this 1-hour long project-based course, you will create an interactive multi-elements relationship map, as well as design visualizations for a real-world social network, based on metrics analyses.",Map  categorization  project  running  analysis  euler's totient function  Communication  interactivity  community building  network theory data-science data-analysis
Science Matters: Let's Talk About COVID-19,Imperial College London,Beginner,3.9,https://www.coursera.org/learn/covid-19,"Welcome to Science Matters: Let's Talk about COVID-19, from the Abdul Latif Jameel Institute for Disease and Emergency Analytics (J-IDEA) at Imperial College London.",case fatality rate  health economics  health system  epidemic  preparedness  emerging infectious disease  Epidemics  emergency management  public health  outbreak life-sciences public-health
Alternative Approaches to Valuation and Investment,The University of Melbourne,Intermediate,4.7,https://www.coursera.org/learn/valuation,"In this course, participants will develop an understanding of the intuitive foundations of asset and investment valuation, and how alternative valuation techniques may be used in practice.",Estimation  real options  market (economics)  Finance  expected return  systematic risk  weighted average cost of capital  asset  investment  real options valuation business finance
Infection Prevention in Nursing Homes,The University of North Carolina at Chapel Hill,Beginner,4.8,https://www.coursera.org/learn/infection-prevention,Learn about the role of environment in disease transmission and how to implement standard and transmission-based precautions to prevent the spread of antibiotic resistant bacteria and other infections in your facility.,hygiene  infection  prevention  antibiotic  home directory  nursing  antibiotics  nursing homes  hand  infection control life-sciences public-health
Facial Expression Recognition with Keras,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/facial-expression-recognition-keras,"In this 2-hour long project-based course, you will build and train a convolutional neural network (CNN) in Keras from scratch to recognize facial expressions.",facial  Computer Vision  Tensorflow  opencv  Convolutional Neural Network  face recognition  Artificial Neural Networks  Keras  flask  facial expression data-science machine-learning
Russian Alphabet,Saint Petersburg State University,Beginner,4.7,https://www.coursera.org/learn/russian-alphabet,Russian is considered to be one of the world's most difficult languages.,stress  Russian  memory  language  english language  real estate broker  Language Learning  korean language  materials  r&d management language-learning other-languages
NLP: Twitter Sentiment Analysis,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/twitter-sentiment-analysis,"In this hands-on project, we will train a Naive Bayes classifier to predict sentiment from thousands of Twitter tweets.",modeling  natural language  Python Programming  Natural Language Processing  analysis  language  Data Analysis  Machine Learning  Confusion Matrix  sentiment analysis data-science machine-learning
Examine 508 Compliance & Accessibility in Chrome Extensions,Coursera Project Network,Beginner,Not Calibrated,https://www.coursera.org/learn/examine-508-compliance-and-accessibility-chrome-extensions,"Creating compliant material is the right thing to do, but it can seem like an expensive undertaking and an enormously high bar to meet.",Social Media  social media marketing  use case  Advertising  software  project  Chart  content creation  web  Spreadsheet Software business marketing
Entrepreneurship I: Laying the Foundation,University of Illinois at Urbana-Champaign,Advanced,4.8,https://www.coursera.org/learn/entrepreneurship-1,This course will explore the earlier stages of the entrepreneurial venture process across four modules.,market (economics)  leadership  entrepreneurial leadership  product/market fit  analysis  Entrepreneurship  Innovation  value proposition  Market Analysis  proposition business entrepreneurship
MBSE: Model-Based Systems Engineering,The State University of New York,Beginner,4.4,https://www.coursera.org/learn/mbse,"This Model-Based Systems Engineering (MBSE) course and the Digital Thread courses featured earlier in this specialization bring together the concepts from across digital manufacturing and design, forming a vision in which the geometry of a product is just one way of describing it.",model-based systems engineering  Mechatronics  methodology  systems modeling language  evaluation  Mechanical Engineering  manufacturing process management  process  systems engineering  model-based definition physical-science-and-engineering mechanical-engineering
Leading transformations: Manage change,Macquarie University,Intermediate,4.7,https://www.coursera.org/learn/change-management,We live in a globalised world of continuous change.,Change Management  human error assessment and reduction technique  organizational chart  Storytelling  coercion  deception  Influencing  leadership  Communication  Leadership and Management business leadership-and-management
Statistical Inference,Johns Hopkins University,Beginner,4,https://www.coursera.org/learn/statistical-inference,Statistical inference is the process of drawing conclusions about populations or scientific truths from data.,analysis  probability  statistical inference  inference  hypothesis  confidence  statistical hypothesis testing  Confidence Interval  hypothesis testing  General Statistics data-science probability-and-statistics
Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,Conversant,4.5,https://www.coursera.org/learn/financial-planning,"Financial Planning for Young Adults (FPYA), developed in partnership with the CFP Board, is designed to provide an introduction to basic financial planning concepts for young adults.",icm registry  Finance  Planning  Risk Management  investment  budget  financial plan  personal advertisement  Leadership and Management  Risk business finance
"Accounting, Business and Society:  The Multi-faceted Role of Accounting",The Hong Kong University of Science and Technology,Intermediate,4.8,https://www.coursera.org/learn/accounting-business-society,Course Overview: https://youtu.,limited liability  shareholders  Behavioral Economics  annual report  corporate governance  ethics  Audit  corporate bond  Accounting  Leadership and Management business business-essentials
Communicating Business Analytics Results,University of Colorado Boulder,Advanced,4.4,https://www.coursera.org/learn/communicating-business-analytics-results,The analytical process does not end with models than can predict with accuracy or prescribe the best solution to business problems.,Strategy  Communication  business analytics  analytics  analysis  presentation  Data Analysis  graphs  measurement  Data Visualization data-science data-analysis
Sports Marketing,Northwestern University,Beginner,4.7,https://www.coursera.org/learn/sports-marketing,"Today, there is demand for people skilled in Sports Marketing.",sports  crisis  Marketing  press release  marketing strategy  Communication  Strategy  Leadership and Management  loyalty program  sport communication business marketing
International and Cross-Cultural Negotiation,ESSEC Business School,Advanced,4.6,https://www.coursera.org/learn/international-negotiation,All of us are aware that cultural differences are significant and that they affect how we interact with others in business and in leisure activities.,Culture  personality  authority  cross-cultural communication  nonverbal communication  Negotiation  conflict resolution  cultural intelligence  Communication  middle east business leadership-and-management
Introduction to battery-management systems,University of Colorado Boulder,Intermediate,4.8,https://www.coursera.org/learn/battery-management-systems,"This course can also be taken for academic credit as ECEA 5730, part of CU Boulders Master of Science in Electrical Engineering degree.",exergy  microgrid  Stoichiometry  battery management system  quantization (signal processing)  aging processes  electronics  Leadership and Management  electric vehicles  energy physical-science-and-engineering electrical-engineering
Probability and Statistics: To p or not to p?,University of London,Beginner,4.6,https://www.coursera.org/learn/probability-statistics,"We live in an uncertain and complex world, yet we continually have to make decisions in the present with uncertain future outcomes.",Probability Distribution  Probability & Statistics  Studentized Residual  General Statistics  statistical hypothesis testing  hypothesis  p-value  hypothesis testing  monte carlo method  probability data-science probability-and-statistics
"Professional development: Improve yourself, always",Macquarie University,Intermediate,4.8,https://www.coursera.org/learn/professional-development-improve-yourself,The world of work is characterised by rapid ongoing change.,process  Professional Development  self-awareness  cognitive strategy  evaluation  social cognitive theory  leadership style  self-reflection  self-help  leadership business leadership-and-management
Identifying Social Entrepreneurship Opportunities,Copenhagen Business School,Advanced,4.7,https://www.coursera.org/learn/social-entrepreneurship-opportunities,This Course will clarify the definition and meaning of Social Entrepreneurship and will focus on the need to learn about the source and root of a social problem.,social entrepreneurship  Strategy  modeling  agricultural marketing  Entrepreneurship  social business model  empathy  social support  project team  microfinance business entrepreneurship
Recommender Systems:  Evaluation and Metrics,University of Minnesota,Intermediate,4.3,https://www.coursera.org/learn/recommender-metrics,In this course you will learn how to evaluate recommender systems.,measurement  evaluation  Machine Learning  a/b testing  euler's totient function  decision support system  matching  Mean Reciprocal Rank  performance  recommender systems data-science machine-learning
Managing Uncertainty in Marketing Analytics,Emory University,Advanced,4.3,https://www.coursera.org/learn/uncertainty-marketing-decisions,Marketers must make the best decisions based on the information presented to them.,lecture  analytics  Marketing  Studentized Residual  probability  evaluation  Market Analysis  value of information  Probability Distribution  likelihood function business marketing
Create a Simple Gantt Chart using Google Sheets,Coursera Project Network,Beginner,4.9,https://www.coursera.org/learn/create-gantt-chart-google-sheets,"By the end of this project, you will be able to create a simple Gantt Chart using Google Sheets.",project  presentation  english language  Finance  gantt chart  show me!  Chart  documents  saving  Software Engineering business finance
Mindfulness in Integrative Healthcare,University of Minnesota,Intermediate,4.9,https://www.coursera.org/learn/mindfulness-integrative-healthcare,"By the end of this course, you will be able to assess when mindfulness may be helpful for your patients or clients, educate them about its potential benefits, and refer them to mindfulness programs and resources.",meditation  psychology  mental health  pain management  mindfulness  anxiety  functional medicine  patient  ayurveda  guided meditation life-sciences research
Mindfulness in Integrative Healthcare,University of Minnesota,Intermediate,4.9,https://www.coursera.org/learn/mindfulness-integrative-healthcare,"By the end of this course, you will be able to assess when mindfulness may be helpful for your patients or clients, educate them about its potential benefits, and refer them to mindfulness programs and resources.",meditation  psychology  mental health  pain management  mindfulness  anxiety  functional medicine  patient  ayurveda  guided meditation life-sciences research
The Foundations of Cybersecurity,University System of Georgia,Intermediate,4.8,https://www.coursera.org/learn/foundations-cybersecurity,"In order to manage the cybersecurity function business, you must first understand its language and its environment.",Cisco  privacy  incident management  cyber security standards  broadcasting (networking)  data security  security  cybercrime  digital forensics  keystroke logging information-technology security
Introduction to Engineering Mechanics,Georgia Institute of Technology,Intermediate,4.7,https://www.coursera.org/learn/engineering-mechanics-statics,This course is an introduction to learning and applying the principles required to solve engineering mechanics problems.,Human Learning  Critical Thinking  physics  Civil Engineering  analysis  hydraulics  Mechanical Engineering  c dynamic memory allocation  Problem Solving  static analysis physical-science-and-engineering mechanical-engineering
Greening the Economy: Lessons from Scandinavia,Lund University,Intermediate,4.7,https://www.coursera.org/learn/greening-the-economy,"How can we live a good life on one planet with over seven billion people?   This course will explore greening the economy on four levels  individual, business, city, and nation.",Strategy  environmental economics  sustainability  sustainable business  economy  carbon offset  Economics  green economy  economics of sustainability  Green Strategy physical-science-and-engineering environmental-science-and-sustainability
Leading Healthcare Quality and Safety,The George Washington University,Intermediate,4.7,https://www.coursera.org/learn/quality-healthcare,Ensuring patient safety and healthcare quality is critical and should be a key focus of everyone in healthcare practice.,medical error  safety  healthcare quality  Leadership and Management  leadership  patient safety  health care  patient  hazard analysis and critical control points  measurement life-sciences healthcare-management
Marketing Mix Fundamentals,IE Business School,Intermediate,4.6,https://www.coursera.org/learn/marketing-mix,"Marketing Mix Fundamentals prepares you for arguably the most important stage of bring your product to market - how and where are you going to market it? It sets out a detailed introduction to the four Ps of Marketing (Product, Pricing, Place and Promotion), this course forces you to strategically analyze your product and/or service.",marketing communications  promotional mix  pricing  Communication  Marketing  Channel Management  marketing strategy  marketing mix  Strategy  Trade Marketing business marketing
Building Interactive 3D Characters and Social VR,University of London,Advanced,4.2,https://www.coursera.org/learn/interactive-3d-characters-social-virtual-reality,Meeting another person is one of the most amazing experiences you can have in Virtual Reality.,everyday life  interactivity  computer facial animation  computer animation  Virtual Reality  skeletal animation  motion capture  blushing  facial expression  experience computer-science design-and-product
The Global Financial Crisis,Yale University,Intermediate,4.8,https://www.coursera.org/learn/global-financial-crisis,Former U.,financial markets  crisis  financial system  Risk  market (economics)  global  global financial system  global financial crisis  financial crisis  Finance social-sciences economics
Introduction to the Orbital Perspective,University of Florida,Advanced,4.6,https://www.coursera.org/learn/orbitalperspective,"The goals of this course are to develop the students critical thinking skills, global awareness, and ability to work as an integral part of a team in an increasingly complex global job market.",motivation  Collaboration  relative change and difference  climate change  ordered pair  worm's-eye view  global  experience  history  interact social-sciences governance-and-society
Machine Translation,Karlsruhe Institute for Technology,Advanced,5,https://www.coursera.org/learn/machinetranslation,Welcome to the CLICS-Machine Translation MOOC  This MOOC explains the basic principles of machine translation.,machine translation  Artificial Neural Networks  Log-Linear Model  statistical machine translation  language model  neural machine translation  beam search  translation  Natural Language Processing  n-gram data-science machine-learning
Agile Planning for Software Products,University of Alberta,Advanced,4.7,https://www.coursera.org/learn/agile-planning-for-software-products,This course covers the techniques required to break down and map requirements into plans that will ultimately drive software production.,Risk  Leadership and Management  Software Engineering  Planning  project  Risk Management  software  Agile Software Development  Estimation  agile management computer-science software-development
Functional Program Design in Scala,cole Polytechnique Fdrale de Lausanne,Beginner,4.5,https://www.coursera.org/learn/progfun2,In this course you will learn how to apply the functional programming style in the design of larger applications.,evaluation  streams  design pattern  scala programming  functional design  Computer Programming  reactive programming  lazy evaluation  functional programming  monad (functional programming) computer-science software-development
Software Architecture for the Internet of Things,EIT Digital,Advanced,4,https://www.coursera.org/learn/iot-software-architecture,"This course will teach you how to design futureproof systems that meet the requirements of IoT systems: systems that are secure, interoperable, modifiable and scalable.",internet  software  internet of things  information technology architecture  capgemini  non-functional requirement  architecture  software requirements  Software Architecture  architectural pattern computer-science software-development
Strategic Organization Design,Ludwig-Maximilians-Universitt Mnchen (LMU),Advanced,4.5,https://www.coursera.org/learn/organization-design,Strategic Organization Design will introduce new topics and modules with even more real world examples and opportunities for student interaction than its predecessors Competitive Strategy (https://www.,Strategy  market (economics)  corporate bond  trade-off  competitiveness  motivation  strategic planning  organizational structure  organization design  organizational chart business business-strategy
New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",Beginner,4.7,https://www.coursera.org/learn/countering-terror-violent-extremism,"The New Approaches to Countering Terror: Countering Violent Extremism course offered by the National Consortium for the Study of Terrorism and Responses to Terrorism (START), is a multi-week interactive course designed to help students explore both pragmatic and philosophical challenges that continue to shape the evolution of Countering Violent Extremism (CVE), a global security paradigm.",law  deradicalization  violent extremism  terrorism  mental health  crime  violence  counter-terrorism  police  prisons social-sciences governance-and-society
Architecting Smart IoT Devices,EIT Digital,Advanced,4.1,https://www.coursera.org/learn/iot-architecture,This course will teach you how to develop an embedded systems device.,internet of things  internet  debuggers  computer multitasking  embedded c  home automation  Software Engineering  real-time operating systems  device drivers  programming tool computer-science computer-security-and-networks
Prototyping and Design,University of Minnesota,Advanced,4.6,https://www.coursera.org/learn/prototyping-design,In this course you will learn how to design and prototype user interfaces to address the users and tasks identified in user research.,design pattern  paper prototyping  Commercial Design  user interface  interaction design  interaction design pattern  User Experience  interfaces  usability  user interface design computer-science design-and-product
Water Resources Management and Policy,University of Geneva,Intermediate,4.6,https://www.coursera.org/learn/water-management,Water management today is faced with new challenges such as climate change or the effects of human activity.,international law  Leadership and Management  policy analysis  resource  resource management  analysis  law  water resource management  international relations  Watershed Management social-sciences governance-and-society
Electric Utilities Fundamentals and Future,University of Colorado System,Beginner,4.7,https://www.coursera.org/learn/electric-utilities,THIS COURSE GIVES YOU THE INSIDE TRACK TO A COMPLICATED INDUSTRY.,customer satisfaction  energy  Leadership and Management  renewable energy  Energy Efficiency  Electrical Engineering  generation  utility  microgrid  smart grid physical-science-and-engineering environmental-science-and-sustainability
The Age of Sustainable Development,Columbia University,Not Calibrated,4.8,https://www.coursera.org/learn/sustainable-development,"The Age of Sustainable Development"" gives students an understanding of the key challenges and pathways to sustainable development - that is, economic development that is also socially inclusive and environmentally sustainable.",Human Learning  Planning  climate change  Economics  analysis  sustainability  Sustainable Energy  Economic Development  Environmental Protection  energy physical-science-and-engineering environmental-science-and-sustainability
The Bits and Bytes of Computer Networking,Google,Conversant,4.7,https://www.coursera.org/learn/computer-networking,This course is designed to provide a full overview of computer networking.,modeling  ipv6 address  domain name system  wireless networking  Cloud Computing  wireless  Network Model  network layer  Computer Networking  ipv4 information-technology networking
Networking in Google Cloud: Hybrid Connectivity and Network Management,Google Cloud,Conversant,4.8,https://www.coursera.org/learn/networking-gcp-hybrid-connectivity-network-management,This self-paced training course builds on the Networking in Google Cloud: Defining and Implementing Networks course and enhances participants study of networking options on Google Cloud.,Cloud Platforms  Google Cloud Platform  Cloud Computing  network service  Planning  network management  network planning and design  network monitoring  Network Analysis  Leadership and Management information-technology networking
Create a Visual Schedule with Google Slides,Coursera Project Network,Conversant,Not Calibrated,https://www.coursera.org/learn/teaching-visual-schedule,"By the end of this project, you will have created a visual schedule that you can use with your class to provide structure for their day.",differentiated instruction  project  schedule  project mine  online learning  anxiety  Online Machine Learning  Accounting  c dynamic memory allocation  student fee social-sciences education
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,Beginner,4.7,https://www.coursera.org/learn/resilience-in-children,"How do children overcome hazardous experiences to succeed in life? What can be done to protect young people at risk from trauma, war, disasters, and other adversities? Learn about the importance of fostering resilience in children at risk.",child development  family therapy  protective factor  war  psychological first aid  child  neurobiology  Resilience  youth  psychological trauma life-sciences psychology
Property and Liability: An Introduction to Law and Economics,Wesleyan University,Not Calibrated,4.6,https://www.coursera.org/learn/property-law-and-economics,"Think about the oldest and most familiar principles of American law, property and proportional liability, in a new and surprising way, and learn to apply economic reasoning to an especially important and interesting aspect of life.",crime  externality  intellectual property  Economics  law  resource  .properties  Payments  cost  legal liability social-sciences law
Economics of Money and Banking,Columbia University,Intermediate,4.8,https://www.coursera.org/learn/money-banking,The last three or four decades have seen a remarkable evolution in the institutions that comprise the modern monetary system.,crisis  Banking  Finance  shadow banking system  economy  Economics  market (economics)  global  money market  shadow banning social-sciences economics
How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town,Advanced,4.7,https://www.coursera.org/learn/entrepreneurs-blockchain-technology,"In this course, you will gain a thorough understanding of the blockchain and distributed ledger technologies, including an introduction to the necessary foundations in cryptography.",consensus (computer science)  financial markets  security  FinTech  Entrepreneurship  entry point  BlockChain  consensus decision-making  financial system  proof-of-stake business finance
Classical papers in molecular genetics,University of Geneva,Not Calibrated,4.7,https://www.coursera.org/learn/papers-molecular-genetics,You have all heard about the DNA double helix and genes.,bacteria  protein  molecular biology  biology  gene  genetics  metabolism  DNA  molecular genetics  biochemistry life-sciences basic-science
Image Super Resolution Using Autoencoders in Keras,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/image-super-resolution-autoencoders-keras,Welcome to this 1.,super-resolution imaging  Loss Function  Artificial Neural Networks  front and back ends  Machine Learning  Autoencoder  image resolution  Tensorflow  Keras  Python Programming data-science machine-learning
Negotiating Learner Differences: Towards Productive Diversity in Learning,University of Illinois at Urbana-Champaign,Advanced,4.5,https://www.coursera.org/learn/learnerdifferences,"An investigation of the dimensions of learner diversity: material (class, locale), corporeal (age, race, sex and sexuality, and physical and mental characteristics) and symbolic (culture, language, gender, family, affinity and persona).",differentiated instruction  fundraising  Negotiation  instructional design  education  history  teaching  resource  augmented assignment  sex social-sciences education
Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,Advanced,4.6,https://www.coursera.org/learn/intro-business-analytics,This course introduces students to the science of business analytics while casting a keen eye toward the artful use of numbers found in the digital space.,visual communication  Data Visualization  analytics  Business Analysis  Microsoft Excel  business analytics  Communication  analysis  Digital Marketing  Data Analysis business leadership-and-management
Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,Beginner,4.8,https://www.coursera.org/learn/ecology-conservation,This course is an introduction to ecology and ecosystem dynamics using a systems thinking lens.,ecology  ecosystems  thought  biology  biodiversity  conservation biology  systems thinking  ecosystem  Wildlife Conservation  Population life-sciences basic-science
The Strategy of Content Marketing,"University of California, Davis",Beginner,4.2,https://www.coursera.org/learn/content-marketing,"This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Continuing and Professional Education.",Marketing  Writing  content strategy  Marketing Content Development  content marketing  Marketing Copy  Strategy  Content Development  Leadership and Management  marketing strategy business marketing
Agile Analytics,University of Virginia,Beginner,4.7,https://www.coursera.org/learn/uva-darden-agile-analytics,Few capabilities focus agile like a strong analytics program.,touchpoint  Product Management  analytics  user story  scrum (software development)  Leadership and Management  usability  java annotation  usability testing  agile management computer-science design-and-product
Sales & Marketing Alignment,Fundao Instituto de Administrao,Advanced,4.6,https://www.coursera.org/learn/sales-marketing-alignment,Welcome to Course 4  Sales & Marketing Alignment.,Sales Strategy  Marketing  sales management  Retail Channel  Sales  Leadership and Management  Strategy  strategic planning  market (economics)  Marketing Management business business-strategy
Aerial Photography with UAV,Saint Petersburg State University,Advanced,Not Calibrated,https://www.coursera.org/learn/aerial-photography-with-uav,The purpose of the course is to provide students with knowledge about the technology of aerial photography using unmanned aerial vehicles (UAVs).,inequality (mathematics)  lecture  approximation error  measurement  modulo operation  photogrammetry  ternary conditional operator  entry point  null coalescing operator  pixel computer-science design-and-product
Advanced Relational Database and SQL,Coursera Project Network,Advanced,4.6,https://www.coursera.org/learn/Advanced-rdb-sql,"In this 1-hour long project-based course, you will gain hands-on experience and learn about Advanced SQL topics such as stored procedures, tiggers, functions, common table expressions and recursion.",PostgreSQL  unique key  euler's totient function  mysql  transact-sql  SQL  relational database  stored procedure  Databases  sql server management studio computer-science software-development
International B2B (Business to Business) Marketing,Yonsei University,Intermediate,4.6,https://www.coursera.org/learn/b2b-marketing,This course offers a unique perspective into the differentiating aspects of business to business (B2B) marketing that can be contrasted to traditional business to consumer (B2C) marketing that is the subject of most other marketing curricula.,B2B Marketing  Innovation  Marketing  global marketing  analysis  business marketing  Studentized Residual  b2b e-commerce  B2B Sales  market (economics) business marketing
Financing and Profiting from Innovation for Corporate Entrepreneurs,"University of Maryland, College Park",Advanced,4.7,https://www.coursera.org/learn/corporate-entrepreneurs-financing,This course is for aspiring or active corporate entrepreneurs who wants to understand how to secure and manage funding for their corporate venture.,weighted average cost of capital  corporate bond  Finance  financial statement  Innovation  sales presentation  Entrepreneurship  return on investment  net present value  investment business entrepreneurship
TensorFlow for AI: Applying Image Convolution,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/tensorflow-for-ai-applying-image-convolution,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.",convolution  Artificial Neural Networks  project mine  ordered pair  project  materials  Tensorflow  Convolutional Neural Network  series a round  Deep Learning data-science machine-learning
Advanced Styling with Responsive Design,University of Michigan,Conversant,4.7,https://www.coursera.org/learn/responsivedesign,It used to be the case that everyone viewed webpages on about the same size screen.,web  Javascript  responsive web design  html  website wireframe  Web Design  Web Development  CSS  HTML5  bootstrap (front-end framework) computer-science mobile-and-web-development
Bioconductor for Genomic Data Science,Johns Hopkins University,Intermediate,3.4,https://www.coursera.org/learn/bioconductor,Learn to use tools from the Bioconductor project to perform analysis of genomic data.,Biostatistics  genomics  biomart  genetics  molecular biology  bioconductor  analysis  Bioinformatics  computational biology  biopython data-science data-analysis
